tripduration,starttime,stoptime,start.station.latitude,start.station.longitude,end.station.latitude,end.station.longitude,bikeid,usertype,birth.year,gender,start.date
2146,21:13.2,56:59.9,40.7112423,-74.0557013,40.7112423,-74.0557013,42356,Customer,1982,1,5/17/20
164,03:14.6,05:58.8,40.72163014,-74.04996783,40.72152515,-74.04630454,26302,Subscriber,1988,2,7/1/19
377,40:19.7,46:37.2,40.7236589,-74.0641943,40.71942,-74.05099,44414,Subscriber,1977,1,8/15/20
497,09:20.2,17:37.5,40.71958612,-74.04311746,40.7112423,-74.0557013,44966,Subscriber,1985,1,7/24/20
177,29:43.1,32:40.4,40.72533993,-74.06762213,40.72210379,-74.071455,42251,Subscriber,1992,1,9/5/20
266,24:00.6,28:27.2,40.71958612,-74.04311746,40.71942,-74.05099,29576,Subscriber,1969,1,12/14/19
702,16:15.9,27:58.6,40.71653978,-74.04963791,40.7241765,-74.0506564,42341,Customer,1993,2,5/25/20
460,34:44.5,42:24.5,40.7272235,-74.0337589,40.7162469,-74.0334588,26276,Subscriber,1975,1,4/27/19
333,26:31.0,32:04.4,40.7308971,-74.06391263,40.72210379,-74.071455,26159,Subscriber,1982,1,12/19/19
280,36:30.5,41:10.7,40.71958612,-74.04311746,40.7211236,-74.03805095,29676,Subscriber,1996,1,1/12/20
265,44:55.4,49:21.3,40.7183552,-74.03891444,40.7242941,-74.0354826,20211,Subscriber,1969,0,8/2/19
313,09:13.2,14:26.7,40.72165072,-74.04288411,40.71848892,-74.04772663,48910,Subscriber,1986,1,12/24/20
228,28:26.0,32:14.9,40.72568548,-74.04879034,40.71958612,-74.04311746,29235,Subscriber,1987,0,5/21/19
218,19:37.5,23:16.1,40.72533993,-74.06762213,40.7308971,-74.06391263,42271,Subscriber,1995,1,2/20/20
3143,33:50.8,26:14.3,40.7287448,-74.0321082,40.7287448,-74.0321082,44418,Customer,1969,0,6/28/20
4497,53:38.9,08:36.4,40.7236589,-74.0641943,40.71958612,-74.04311746,45225,Customer,1969,0,8/12/20
4097,54:35.3,02:52.8,40.7112423,-74.0557013,40.7112423,-74.0557013,35358,Customer,1969,0,8/26/20
2025,11:30.2,45:15.9,40.72533993,-74.06762213,40.72533993,-74.06762213,42201,Subscriber,1982,2,5/21/20
753,01:47.3,14:21.2,40.7287448,-74.0321082,40.72333159,-74.04595256,44914,Subscriber,1981,1,7/16/20
227,37:38.3,41:26.2,40.7127742,-74.0364857,40.7141454,-74.0335519,29278,Subscriber,1990,1,1/15/19
2186,45:33.6,22:00.5,40.7443187,-74.0439909,40.74871595,-74.0404433,44336,Subscriber,1986,2,7/3/20
112,07:12.9,09:05.5,40.7177325,-74.043845,40.7183552,-74.03891444,29275,Subscriber,1985,1,7/4/19
8167,13:10.2,29:17.9,40.71958612,-74.04311746,40.71958612,-74.04311746,33738,Customer,1969,0,6/28/20
389,25:19.9,31:49.5,40.71958612,-74.04311746,40.71458404,-74.04281706,42609,Subscriber,1992,2,9/5/20
589,59:23.6,09:12.7,40.71687,-74.03281,40.7112423,-74.0557013,29206,Subscriber,1985,1,9/20/19
408,44:52.5,51:41.2,40.7308971,-74.06391263,40.7192822,-74.07126188,26187,Subscriber,1982,1,9/5/19
181,14:37.5,17:38.7,40.71517768,-74.03768331,40.7211236,-74.03805095,29619,Subscriber,1979,1,12/27/19
310,26:14.0,31:24.8,40.72601173,-74.05038893,40.72165072,-74.04288411,46531,Subscriber,1985,1,12/3/20
964,30:02.1,46:06.3,40.71458404,-74.04281706,40.72755147,-74.07106072,26180,Subscriber,1989,1,11/1/19
627,52:06.6,02:34.1,40.7127742,-74.0364857,40.7287448,-74.0321082,29525,Subscriber,1991,1,8/1/19
346,27:41.8,33:28.1,40.72528911,-74.04557168,40.7177325,-74.043845,29281,Subscriber,1985,2,10/7/19
303,06:31.0,11:34.0,40.71958612,-74.04311746,40.7192517,-74.034234,29227,Subscriber,1969,1,8/13/19
454,55:05.6,02:40.2,40.7287448,-74.0321082,40.72759597,-74.04424731,26234,Customer,1989,1,8/8/19
364,32:16.3,38:20.6,40.72755147,-74.07106072,40.73367,-74.0625,29455,Subscriber,1976,1,11/8/19
7265,42:44.1,43:50.0,40.7192517,-74.034234,40.7192517,-74.034234,29600,Customer,1969,0,6/3/19
375,11:49.2,18:04.7,40.7272235,-74.0337589,40.72152515,-74.04630454,29502,Subscriber,1977,1,11/27/19
163,21:14.7,23:58.7,40.72333159,-74.04595256,40.71958612,-74.04311746,29241,Subscriber,1985,1,12/12/19
169,56:49.1,59:38.8,40.7211236,-74.03805095,40.7242941,-74.0354826,29239,Subscriber,1985,1,9/3/19
2753,18:59.1,04:53.0,40.71653978,-74.04963791,40.7177325,-74.043845,44787,Customer,1988,1,7/25/20
418,29:04.2,36:02.6,40.7192517,-74.034234,40.7272235,-74.0337589,29581,Subscriber,1993,1,9/5/19
515,29:37.4,38:13.1,40.7141454,-74.0335519,40.71241882,-74.03852552,43361,Subscriber,1987,1,1/2/21
429,45:04.5,52:13.7,40.71653978,-74.04963791,40.7241765,-74.0506564,42352,Subscriber,1975,1,9/6/20
527,58:20.9,07:08.7,40.71241882,-74.03852552,40.71958612,-74.04311746,29663,Subscriber,1961,2,2/18/19
877,53:44.9,08:22.2,40.73520838,-74.04696375,40.74871595,-74.0404433,29594,Customer,1998,2,9/3/19
232,36:39.1,40:31.1,40.71458404,-74.04281706,40.71958612,-74.04311746,29666,Subscriber,1983,2,7/9/19
635,11:33.5,22:09.4,40.73520838,-74.04696375,40.7242941,-74.0354826,29590,Subscriber,1994,1,10/10/19
264,33:55.6,38:19.9,40.71649,-74.04105,40.71241882,-74.03852552,29474,Subscriber,1961,2,8/6/19
408,40:23.6,47:12.6,40.7242941,-74.0354826,40.72759597,-74.04424731,42553,Subscriber,1970,2,3/13/20
543,16:59.4,26:02.9,40.7112423,-74.0557013,40.7177325,-74.043845,45347,Customer,1969,0,12/12/20
284,29:51.8,34:36.0,40.71241882,-74.03852552,40.71958612,-74.04311746,42399,Subscriber,1989,1,3/6/20
1964,49:37.1,22:21.7,40.7287448,-74.0321082,40.7287448,-74.0321082,42570,Customer,1983,1,5/18/20
214,39:12.9,42:47.5,40.71958612,-74.04311746,40.7241765,-74.0506564,26225,Subscriber,1992,2,11/12/19
3701,43:00.2,44:42.2,40.7287448,-74.0321082,40.7287448,-74.0321082,41811,Subscriber,1993,1,6/14/20
196,12:26.8,15:43.6,40.7127742,-74.0364857,40.7162469,-74.0334588,29455,Subscriber,1989,1,2/28/19
311,55:53.2,01:05.2,40.7311689,-74.0575736,40.7308971,-74.06391263,45355,Subscriber,1968,1,12/1/20
206,30:00.9,33:27.4,40.7308971,-74.06391263,40.72533993,-74.06762213,26235,Subscriber,1966,1,11/3/19
367,39:19.5,45:26.8,40.71241882,-74.03852552,40.71687,-74.03281,29612,Subscriber,1992,2,9/30/19
571,36:56.3,46:27.4,40.72759597,-74.04424731,40.71958612,-74.04311746,18401,Subscriber,1979,1,11/21/20
1944,42:27.3,14:51.4,40.7242941,-74.0354826,40.7192517,-74.034234,45647,Customer,1987,2,9/12/20
148,38:52.8,41:21.4,40.7162469,-74.0334588,40.7127742,-74.0364857,29451,Subscriber,1987,1,3/13/19
112,12:46.9,14:39.3,40.72163014,-74.04996783,40.71958612,-74.04311746,29520,Customer,1984,1,8/22/19
372,43:47.6,50:00.0,40.7183552,-74.03891444,40.72333159,-74.04595256,42177,Subscriber,1959,2,7/27/20
249,27:07.9,31:17.2,40.71241882,-74.03852552,40.71687,-74.03281,42114,Subscriber,1967,1,3/26/20
3925,48:24.7,53:50.7,40.7287448,-74.0321082,40.71958612,-74.04311746,42526,Customer,1969,0,10/24/20
297,35:43.8,40:41.0,40.7308971,-74.06391263,40.7236589,-74.0641943,29241,Subscriber,1985,1,12/31/19
209,12:11.2,15:40.6,40.7308971,-74.06391263,40.72533993,-74.06762213,43558,Subscriber,1993,1,10/1/20
416,49:39.4,56:36.0,40.7242941,-74.0354826,40.71241882,-74.03852552,44729,Subscriber,1994,1,8/30/20
427,38:08.7,45:16.0,40.71458404,-74.04281706,40.71687,-74.03281,29289,Subscriber,1982,1,7/23/19
1533,46:07.6,11:40.9,40.71241882,-74.03852552,40.71241882,-74.03852552,42436,Customer,1993,2,8/30/20
391,52:31.1,59:02.8,40.72152515,-74.04630454,40.72165072,-74.04288411,44392,Subscriber,1986,2,11/7/20
1211,24:26.3,44:37.9,40.74871595,-74.0404433,40.7192517,-74.034234,42805,Subscriber,1987,1,1/15/21
366,26:24.6,32:30.7,40.7241765,-74.0506564,40.71848892,-74.04772663,42623,Subscriber,1965,1,10/7/20
2769,38:39.6,24:48.9,40.71653978,-74.04963791,40.71848892,-74.04772663,45264,Subscriber,1974,2,8/2/20
599,06:49.7,16:49.3,40.7241765,-74.0506564,40.71517768,-74.03768331,29465,Subscriber,1987,1,1/14/20
696,23:21.2,34:57.2,40.7162469,-74.0334588,40.71653978,-74.04963791,29659,Customer,1982,1,4/30/19
567,34:15.2,43:42.4,40.7192822,-74.07126188,40.73367,-74.0625,26199,Subscriber,1987,1,7/24/19
821,26:20.8,40:02.7,40.7272235,-74.0337589,40.71687,-74.03281,29667,Subscriber,1964,2,8/27/19
247,38:40.6,42:47.6,40.72759597,-74.04424731,40.72152515,-74.04630454,26272,Subscriber,1988,1,8/10/19
153,40:29.9,43:03.0,40.72163014,-74.04996783,40.71958612,-74.04311746,26244,Subscriber,1968,2,12/10/19
374,26:45.3,33:00.1,40.71958612,-74.04311746,40.72601173,-74.05038893,29500,Subscriber,1982,2,5/2/19
2609,04:32.7,48:01.7,40.7192517,-74.034234,40.7177325,-74.043845,42358,Subscriber,1996,1,3/15/20
1122,22:19.2,41:02.1,40.71687,-74.03281,40.7272235,-74.0337589,42489,Customer,1977,1,7/20/20
74,34:36.7,35:50.8,40.72165072,-74.04288411,40.71958612,-74.04311746,26194,Subscriber,1986,1,2/24/19
448,58:06.1,05:34.4,40.73367,-74.0625,40.73478582,-74.05044364,29455,Subscriber,1980,1,7/29/19
442,09:04.4,16:26.5,40.72333159,-74.04595256,40.7287448,-74.0321082,29518,Subscriber,1981,1,9/24/19
358,12:21.2,18:19.9,40.7376037,-74.0524783,40.737711,-74.066921,29472,Subscriber,1981,1,1/14/19
367,15:44.7,21:51.8,40.7242941,-74.0354826,40.7141454,-74.0335519,28364,Subscriber,1977,1,10/22/20
3408,38:43.9,35:32.1,40.7112423,-74.0557013,40.7112423,-74.0557013,42255,Customer,1969,0,5/13/20
278,44:13.2,48:51.3,40.71458404,-74.04281706,40.7192517,-74.034234,29247,Subscriber,1990,1,3/10/19
191,47:19.2,50:30.2,40.7162469,-74.0334588,40.71517768,-74.03768331,29120,Subscriber,1991,2,5/2/19
363,52:58.5,59:02.4,40.7211236,-74.03805095,40.71458404,-74.04281706,44424,Subscriber,1979,1,12/1/20
1719,24:34.1,53:13.1,40.7287448,-74.0321082,40.7287448,-74.0321082,45359,Customer,1969,0,10/7/20
334,45:42.0,51:16.1,40.7241765,-74.0506564,40.71958612,-74.04311746,26213,Subscriber,1956,2,11/9/19
259,20:14.8,24:34.5,40.72759597,-74.04424731,40.72165072,-74.04288411,29539,Subscriber,1983,1,10/10/19
980,23:45.7,40:06.7,40.72528911,-74.04557168,40.7177325,-74.043845,46538,Subscriber,1962,2,9/7/20
254,25:32.7,29:47.4,40.71958612,-74.04311746,40.71653978,-74.04963791,42591,Subscriber,1990,2,8/20/20
229,45:36.2,49:25.7,40.71958612,-74.04311746,40.72759597,-74.04424731,29616,Subscriber,1984,1,1/16/19
955,01:56.2,17:51.5,40.72152515,-74.04630454,40.73496102,-74.05950308,26301,Subscriber,1981,1,6/19/19
209,59:39.0,03:08.6,40.72152515,-74.04630454,40.72759597,-74.04424731,29284,Subscriber,1988,2,10/22/19
176,32:44.0,35:40.9,40.71517768,-74.03768331,40.7192517,-74.034234,26294,Subscriber,1983,1,7/26/19
165,14:47.3,17:32.9,40.7211236,-74.03805095,40.7183552,-74.03891444,29205,Subscriber,1979,2,11/22/19
204,33:34.7,36:59.3,40.72152515,-74.04630454,40.72568548,-74.04879034,29259,Subscriber,1982,2,1/24/19
271,32:48.6,37:20.0,40.72601173,-74.05038893,40.71958612,-74.04311746,29593,Subscriber,1985,1,1/21/20
635,36:27.3,47:03.2,40.7162469,-74.0334588,40.72528911,-74.04557168,26193,Subscriber,1977,1,2/8/19
393,09:22.8,15:56.0,40.72601173,-74.05038893,40.73520838,-74.04696375,42574,Subscriber,1986,2,7/25/20
514,45:08.9,53:43.4,40.7308971,-74.06391263,40.7192822,-74.07126188,44345,Subscriber,1982,2,11/2/20
467,16:05.6,23:53.2,40.7308971,-74.06391263,40.7192822,-74.07126188,42293,Subscriber,1960,1,2/2/20
768,38:55.3,51:43.5,40.7287448,-74.0321082,40.72759597,-74.04424731,26274,Subscriber,1989,1,6/22/19
363,19:14.8,25:18.4,40.71241882,-74.03852552,40.7162469,-74.0334588,29465,Subscriber,1984,1,4/24/19
311,07:42.8,12:54.4,40.71958612,-74.04311746,40.72163014,-74.04996783,29512,Subscriber,1987,2,4/24/19
1460,04:42.0,29:02.1,40.7192517,-74.034234,40.7192517,-74.034234,29286,Subscriber,1994,2,9/20/19
292,22:26.1,27:18.6,40.72572614,-74.07195926,40.7308971,-74.06391263,42119,Subscriber,1986,2,3/17/20
762,06:46.1,19:28.7,40.7242941,-74.0354826,40.7242941,-74.0354826,44401,Customer,1969,0,9/5/20
586,11:22.1,21:08.2,40.7236589,-74.0641943,40.71958612,-74.04311746,42574,Customer,1969,0,2/5/20
505,14:32.3,22:57.7,40.71346383,-74.06285852,40.7177325,-74.043845,26300,Subscriber,1994,2,6/30/19
297,47:39.0,52:36.8,40.737711,-74.066921,40.73367,-74.0625,40958,Subscriber,1966,1,1/5/21
631,29:38.8,40:10.7,40.72152515,-74.04630454,40.71241882,-74.03852552,42586,Subscriber,1984,2,8/12/20
277,56:44.2,01:21.4,40.72165072,-74.04288411,40.7192517,-74.034234,26160,Subscriber,1966,1,8/14/19
592,16:13.8,26:06.6,40.72759597,-74.04424731,40.7272235,-74.0337589,29502,Subscriber,1982,2,9/28/19
294,46:04.7,50:59.0,40.7177325,-74.043845,40.7141454,-74.0335519,29219,Subscriber,1988,2,1/25/19
571,49:18.3,58:49.9,40.7162469,-74.0334588,40.7112423,-74.0557013,29665,Subscriber,1975,1,1/28/19
208,40:26.2,43:54.6,40.71653978,-74.04963791,40.71958612,-74.04311746,29590,Subscriber,1984,1,6/3/19
652,56:33.1,07:26.1,40.7127742,-74.0364857,40.7272235,-74.0337589,29677,Subscriber,1982,1,1/29/20
141,46:32.4,48:53.6,40.71435837,-74.06661093,40.71435837,-74.06661093,42175,Customer,1969,0,7/2/20
2516,56:00.8,37:57.1,40.72759597,-74.04424731,40.71653978,-74.04963791,44914,Customer,1968,2,7/25/20
469,09:10.8,16:59.9,40.71687,-74.03281,40.72333159,-74.04595256,29670,Customer,1969,0,1/16/20
1523,58:56.5,24:19.6,40.7192517,-74.034234,40.7287448,-74.0321082,45550,Subscriber,1980,2,8/19/20
183,15:32.9,18:36.4,40.71517768,-74.03768331,40.71687,-74.03281,44418,Customer,1993,1,9/19/20
948,36:04.8,51:53.3,40.73520838,-74.04696375,40.7177325,-74.043845,42141,Customer,1969,0,9/7/20
230,00:00.6,03:50.9,40.71958612,-74.04311746,40.72152515,-74.04630454,29570,Subscriber,1989,1,10/25/19
338,54:09.2,59:48.1,40.72572614,-74.07195926,40.7308971,-74.06391263,42250,Subscriber,1967,1,9/11/20
1355,32:46.8,55:22.8,40.72572614,-74.07195926,40.71653978,-74.04963791,42260,Subscriber,1959,1,11/13/20
518,34:49.8,43:27.9,40.71458404,-74.04281706,40.71458404,-74.04281706,33677,Subscriber,1969,0,10/10/20
2037,45:00.8,18:57.8,40.74590997,-74.05727148,40.73520838,-74.04696375,47239,Customer,1993,1,9/14/20
320,35:25.6,40:46.5,40.7241765,-74.0506564,40.71687,-74.03281,29279,Subscriber,1990,1,1/19/20
393,01:53.5,08:26.7,40.71458404,-74.04281706,40.7192517,-74.034234,26276,Subscriber,1992,1,9/18/19
640,03:24.6,14:04.8,40.7192517,-74.034234,40.71517768,-74.03768331,26238,Subscriber,1971,2,8/18/19
344,19:38.3,25:23.1,40.7183552,-74.03891444,40.7272235,-74.0337589,45364,Customer,1990,2,10/27/20
517,03:28.7,12:06.4,40.72152515,-74.04630454,40.7272235,-74.0337589,29483,Subscriber,1967,1,6/25/19
473,05:23.4,13:17.2,40.71958612,-74.04311746,40.7162469,-74.0334588,26199,Customer,1969,0,5/4/19
1939,04:39.7,36:59.4,40.72165072,-74.04288411,40.72165072,-74.04288411,32198,Customer,1969,0,8/8/20
405,40:10.7,46:55.8,40.72152515,-74.04630454,40.7272235,-74.0337589,29306,Subscriber,1990,1,4/17/19
3577,20:56.8,20:34.5,40.7112423,-74.0557013,40.7112423,-74.0557013,42621,Customer,1969,0,7/23/20
3944,37:50.1,43:34.9,40.7112423,-74.0557013,40.7112423,-74.0557013,42592,Customer,1982,1,5/25/20
296,13:26.6,18:23.1,40.71958612,-74.04311746,40.72568548,-74.04879034,29233,Subscriber,1988,2,3/6/19
4043,59:02.8,06:25.9,40.7141454,-74.0335519,40.7141454,-74.0335519,26304,Customer,1969,0,8/30/19
560,26:09.8,35:30.4,40.7308971,-74.06391263,40.72210379,-74.071455,29598,Subscriber,1990,2,6/28/19
596,48:00.3,57:56.9,40.7287448,-74.0321082,40.71517768,-74.03768331,46538,Subscriber,1980,1,10/20/20
1437,10:58.8,34:55.8,40.7246051,-74.07840595,40.7242941,-74.0354826,32430,Customer,1991,1,7/31/20
163,12:05.5,14:49.3,40.71958612,-74.04311746,40.71649,-74.04105,35285,Subscriber,1975,1,1/18/21
2149,26:08.1,01:57.6,40.7246051,-74.07840595,40.7246051,-74.07840595,42432,Customer,1995,2,6/25/20
674,49:18.8,00:33.7,40.7211236,-74.03805095,40.71942,-74.05099,29515,Subscriber,1987,2,1/11/20
3215,47:05.3,40:40.4,40.7287448,-74.0321082,40.7287448,-74.0321082,32526,Customer,1997,1,1/2/21
716,25:16.7,37:13.0,40.7192822,-74.07126188,40.71958612,-74.04311746,29609,Subscriber,1995,1,7/24/19
1341,29:20.1,51:41.9,40.7183552,-74.03891444,40.7183552,-74.03891444,42438,Customer,1969,0,5/23/20
249,08:30.3,12:39.4,40.72759597,-74.04424731,40.71958612,-74.04311746,47257,Subscriber,1983,1,11/7/20
817,47:18.4,00:56.0,40.71346383,-74.06285852,40.71848892,-74.04772663,29512,Subscriber,1965,2,7/20/19
520,18:35.0,27:15.5,40.71458404,-74.04281706,40.7192517,-74.034234,42568,Subscriber,1971,2,2/18/20
285,26:53.0,31:38.5,40.7192822,-74.07126188,40.7308971,-74.06391263,26202,Subscriber,1987,1,8/26/19
184,38:55.2,42:00.0,40.7177325,-74.043845,40.72152515,-74.04630454,29207,Subscriber,1984,2,5/21/19
2084,26:09.3,00:54.1,40.7192822,-74.07126188,40.7192822,-74.07126188,29258,Customer,1991,1,12/4/19
196,49:59.5,53:16.2,40.71458404,-74.04281706,40.7141454,-74.0335519,44690,Subscriber,1981,1,11/13/20
230,18:35.6,22:26.5,40.71958612,-74.04311746,40.71649,-74.04105,41618,Subscriber,1961,1,1/28/21
1576,15:06.2,41:23.0,40.7246051,-74.07840595,40.737711,-74.066921,42356,Subscriber,1964,2,3/21/20
288,41:13.1,46:01.6,40.7272235,-74.0337589,40.7192517,-74.034234,44345,Subscriber,1995,2,9/10/20
37980,30:49.3,03:50.1,40.7183552,-74.03891444,40.7287448,-74.0321082,26160,Customer,1976,1,7/15/19
621,53:40.4,04:02.1,40.7311689,-74.0575736,40.72152515,-74.04630454,42266,Customer,1969,0,5/2/20
1107,22:44.0,41:11.1,40.71958612,-74.04311746,40.7236589,-74.0641943,29459,Subscriber,1995,1,7/31/19
698,03:04.7,14:42.9,40.72759597,-74.04424731,40.7211236,-74.03805095,26285,Subscriber,1983,2,9/23/19
180,51:13.9,54:14.0,40.71458404,-74.04281706,40.71241882,-74.03852552,29449,Subscriber,1964,2,8/24/19
111,25:30.6,27:21.9,40.72528911,-74.04557168,40.72759597,-74.04424731,29669,Subscriber,1981,1,5/9/19
262,46:12.2,50:34.9,40.72759597,-74.04424731,40.71958612,-74.04311746,29484,Subscriber,1971,1,9/24/19
534,45:07.5,54:02.2,40.74590997,-74.05727148,40.7308971,-74.06391263,26304,Subscriber,1992,1,7/12/19
236,44:55.5,48:51.8,40.7183552,-74.03891444,40.71687,-74.03281,26284,Subscriber,1980,1,12/19/19
234,39:22.7,43:17.2,40.7287448,-74.0321082,40.7242941,-74.0354826,29675,Subscriber,1990,1,9/7/19
681,43:18.2,54:39.5,40.71458404,-74.04281706,40.7211236,-74.03805095,44912,Customer,1969,0,9/11/20
1446,30:32.6,54:39.2,40.7287448,-74.0321082,40.71517768,-74.03768331,42571,Subscriber,1989,1,6/2/20
123,31:37.0,33:40.9,40.7183552,-74.03891444,40.7211236,-74.03805095,42596,Subscriber,1991,1,10/5/20
963,38:39.1,54:42.3,40.72568548,-74.04879034,40.72568548,-74.04879034,42128,Subscriber,1983,2,3/31/20
138,05:46.7,08:05.5,40.71958612,-74.04311746,40.71458404,-74.04281706,42130,Subscriber,1989,1,10/12/20
3327,50:46.6,46:14.0,40.71958612,-74.04311746,40.7177325,-74.043845,29232,Customer,1969,0,9/26/19
494,45:01.3,53:15.4,40.7308971,-74.06391263,40.7182113,-74.0836394,29124,Subscriber,1988,1,4/13/19
262,45:31.1,49:54.1,40.71958612,-74.04311746,40.72528911,-74.04557168,45543,Subscriber,1970,1,10/9/20
764,43:52.2,56:36.6,40.73478582,-74.05044364,40.72533993,-74.06762213,42629,Subscriber,1995,1,3/4/20
292,02:24.7,07:16.9,40.7141454,-74.0335519,40.71241882,-74.03852552,29229,Subscriber,1980,2,11/20/19
777,36:13.7,49:11.1,40.7112423,-74.0557013,40.71958612,-74.04311746,29276,Customer,1969,0,7/5/19
339,50:16.5,55:55.9,40.7308971,-74.06391263,40.72210379,-74.071455,29233,Subscriber,1984,1,1/22/20
760,59:09.6,11:50.0,40.72572614,-74.07195926,40.7236589,-74.0641943,39591,Subscriber,1992,1,7/13/20
862,15:34.4,29:56.9,40.72333159,-74.04595256,40.72568548,-74.04879034,42419,Subscriber,1992,1,2/10/20
495,49:02.7,57:18.6,40.7192822,-74.07126188,40.7308971,-74.06391263,29437,Customer,1969,0,8/31/19
243,36:29.8,40:33.4,40.71958612,-74.04311746,40.72528911,-74.04557168,44781,Subscriber,1970,1,8/27/20
134,54:01.8,56:16.4,40.72759597,-74.04424731,40.72601173,-74.05038893,26180,Subscriber,1975,1,3/14/19
176,55:02.2,57:58.9,40.7272235,-74.0337589,40.7287448,-74.0321082,29217,Subscriber,1992,2,1/31/20
454,24:19.7,31:53.9,40.71241882,-74.03852552,40.7242941,-74.0354826,44338,Customer,1969,0,6/26/20
369,46:04.4,52:13.9,40.72528911,-74.04557168,40.7192517,-74.034234,29539,Subscriber,1954,1,3/5/19
651,03:16.7,14:08.1,40.71458404,-74.04281706,40.72165072,-74.04288411,29640,Subscriber,1986,2,9/29/19
335,33:04.8,38:40.6,40.7272235,-74.0337589,40.7192517,-74.034234,29662,Subscriber,1991,2,11/3/19
494,04:15.8,12:30.6,40.71687,-74.03281,40.7287448,-74.0321082,45313,Subscriber,1983,2,10/1/20
2344,17:58.2,57:03.1,40.7141454,-74.0335519,40.7141454,-74.0335519,29550,Subscriber,1964,1,1/29/20
246,11:14.8,15:21.4,40.72759597,-74.04424731,40.7241765,-74.0506564,26273,Subscriber,1986,1,9/8/19
184,10:18.9,13:23.0,40.72533993,-74.06762213,40.7236589,-74.0641943,29474,Subscriber,1992,1,6/8/19
718,52:35.3,04:34.1,40.7287448,-74.0321082,40.72568548,-74.04879034,29298,Subscriber,1970,1,6/1/19
158,44:26.5,47:04.9,40.71649,-74.04105,40.7183552,-74.03891444,41583,Subscriber,1986,1,12/6/20
400,12:30.7,19:11.2,40.71241882,-74.03852552,40.7211236,-74.03805095,26180,Subscriber,1977,1,3/16/19
320,55:12.0,00:32.7,40.7141454,-74.0335519,40.7242941,-74.0354826,29308,Subscriber,1984,1,12/26/19
560,18:43.2,28:03.9,40.71958612,-74.04311746,40.71346383,-74.06285852,29272,Subscriber,1985,1,6/10/19
143,21:06.2,23:29.3,40.7141454,-74.0335519,40.7127742,-74.0364857,29207,Subscriber,1979,1,5/22/19
312,09:31.3,14:43.6,40.71458404,-74.04281706,40.71687,-74.03281,42387,Subscriber,1992,1,3/6/20
217,30:55.1,34:32.5,40.71241882,-74.03852552,40.7162469,-74.0334588,29242,Subscriber,1955,1,4/9/19
377,29:28.4,35:46.3,40.7183552,-74.03891444,40.7287448,-74.0321082,26272,Subscriber,1980,1,8/9/19
709,41:03.3,52:52.7,40.7242941,-74.0354826,40.72333159,-74.04595256,28583,Subscriber,1989,2,1/2/21
803,37:19.9,50:43.5,40.72755147,-74.07106072,40.7141454,-74.0335519,29439,Subscriber,1983,1,1/14/20
497,25:33.8,33:51.5,40.7272235,-74.0337589,40.7183552,-74.03891444,26268,Subscriber,1988,2,10/1/19
7991,51:22.0,04:33.5,40.7182113,-74.0836394,40.7182113,-74.0836394,42492,Customer,1969,0,6/8/20
838,33:00.7,46:59.6,40.7183552,-74.03891444,40.7287448,-74.0321082,29621,Subscriber,1996,2,9/23/19
1711,24:20.6,52:52.5,40.72528911,-74.04557168,40.7127742,-74.0364857,29457,Subscriber,1996,2,12/11/19
325,35:33.5,40:58.6,40.71241882,-74.03852552,40.7183552,-74.03891444,26166,Subscriber,1991,1,7/27/19
450,29:09.1,36:39.7,40.71458404,-74.04281706,40.7141454,-74.0335519,42258,Subscriber,1989,1,7/26/20
596,55:03.1,05:00.1,40.7211236,-74.03805095,40.72759597,-74.04424731,29596,Subscriber,1969,0,7/30/19
808,02:30.1,15:59.0,40.72601173,-74.05038893,40.7112423,-74.0557013,29611,Subscriber,1988,1,7/28/19
198,28:36.1,31:54.7,40.737711,-74.066921,40.73367,-74.0625,42387,Subscriber,1964,2,2/24/20
336,54:30.7,00:07.4,40.7376037,-74.0524783,40.73367,-74.0625,29497,Subscriber,1988,1,10/21/19
640,46:40.7,57:21.6,40.7141454,-74.0335519,40.7272235,-74.0337589,44785,Customer,1969,0,1/18/21
240,08:38.7,12:39.7,40.72755147,-74.07106072,40.7308971,-74.06391263,42205,Subscriber,1984,1,3/9/20
143,45:46.5,48:09.9,40.72601173,-74.05038893,40.72333159,-74.04595256,14607,Subscriber,1988,1,9/25/20
233,32:53.5,36:47.1,40.71958612,-74.04311746,40.71653978,-74.04963791,26288,Subscriber,1969,0,10/3/19
151,38:48.7,41:20.4,40.7141454,-74.0335519,40.71241882,-74.03852552,29540,Subscriber,1980,1,1/29/20
560,11:14.2,20:34.3,40.71517768,-74.03768331,40.7287448,-74.0321082,42368,Subscriber,1969,0,8/18/20
4207,20:00.6,30:08.5,40.71958612,-74.04311746,40.72210379,-74.071455,44285,Customer,1969,0,7/1/20
596,20:33.3,30:29.6,40.72165072,-74.04288411,40.71653978,-74.04963791,26304,Customer,1991,1,10/14/19
1887,13:02.4,44:29.4,40.7246051,-74.07840595,40.7246051,-74.07840595,42593,Customer,1989,2,8/8/20
251,36:55.9,41:07.5,40.71958612,-74.04311746,40.7241765,-74.0506564,29670,Subscriber,1992,2,6/7/19
236,12:05.3,16:01.6,40.72759597,-74.04424731,40.72152515,-74.04630454,29520,Subscriber,1972,2,1/14/20
243,49:55.9,53:59.5,40.7242941,-74.0354826,40.7287448,-74.0321082,42201,Customer,1995,1,10/14/20
